Price,District,City,Town,Type,EnergyCertificate,Floor,Lift,Parking,HasParking,ConstructionYear,TotalArea,GrossArea,PublishDate,Garage,Elevator,ElectricCarsCharging,TotalRooms,NumberOfBedrooms,NumberOfWC,ConservationStatus,LivingArea,LotSize,BuiltArea,NumberOfBathrooms
310000.0,Faro,Lagoa (Algarve),Lagoa e Carvoeiro,House,NC,,False,3.0,True,1951.0,2760.0,180.0,,,,,2.0,,,,72.0,,,
470000.0,Faro,Silves,Armação de Pêra,Apartment,A,3rd Floor,True,2.0,True,,1253.0,98.0,,,,,2.0,,,,87.0,,,2.0
850000.0,Faro,Silves,Armação de Pêra,Apartment,A,5th Floor,True,2.0,True,,1253.0,206.0,,,,,4.0,,,,148.0,,,4.0
3000.0,Faro,Albufeira,Albufeira e Olhos de Água,Apartment,B-,1st Floor,True,0.0,False,1985.0,10368.0,35.0,,,,,0.0,,,,30.0,,,1.0
420000.0,Faro,Silves,Armação de Pêra,Apartment,A,2nd Floor,True,1.0,True,,1253.0,83.0,,,,,2.0,,,,79.0,,,2.0
22800.0,Faro,Albufeira,Albufeira e Olhos de Água,Apartment,NC,1st Floor,False,0.0,False,1990.0,58.0,,,,,,1.0,,,,58.0,,,1.0
70000.0,Faro,Castro Marim,Odeleite,House,NC,,False,0.0,False,1950.0,194.0,140.0,,,,,3.0,,,,124.0,,,0.0
380000.0,Faro,Aljezur,Odeceixe,House,B,,False,0.0,False,1976.0,98.0,,,,,,2.0,,,,98.0,,,2.0
520000.0,Faro,Portimão,Portimão,Apartment,A,Ground Floor,True,1.0,True,,426.0,247.0,,,,,4.0,,,,189.0,,,5.0
375000.0,Faro,Aljezur,Bordeira,Land,NC,,False,0.0,False,1999.0,514.0,,,,,,,,,,,,,
242000.0,Faro,Faro,Faro (Sé e São Pedro),Apartment,C,7th Floor,True,1.0,True,1994.0,132.0,156.0,,,,,3.0,,,,132.0,,,2.0
270000.0,Faro,Albufeira,Albufeira e Olhos de Água,Apartment,E,Ground Floor,True,0.0,False,1991.0,94.0,107.0,,,,,2.0,,,,94.0,,,2.0
2950000.0,Faro,Loulé,Quarteira,House,C,,True,1.0,True,,533.0,,,,,,4.0,,,,533.0,,,5.0
450000.0,Faro,Silves,Armação de Pêra,Apartment,A,3rd Floor,True,1.0,True,,1253.0,83.0,,,,,2.0,,,,79.0,,,2.0
560000.0,Faro,Silves,Armação de Pêra,Apartment,A,4th Floor,True,2.0,True,,1253.0,113.0,,,,,2.0,,,,98.0,,,2.0
205000.0,Faro,Portimão,Portimão,Apartment,E,9th Floor,True,1.0,True,2002.0,450.0,68.0,,,,,1.0,,,,59.0,,,1.0
300000.0,Faro,Faro,Faro (Sé e São Pedro),Apartment,D,3rd Floor,True,1.0,True,1992.0,98.0,,,,,,3.0,,,,114.0,,,2.0
450000.0,Faro,Silves,Armação de Pêra,Apartment,A,3rd Floor,True,1.0,True,,1253.0,83.0,,,,,2.0,,,,79.0,,,2.0
440000.0,Faro,Silves,Armação de Pêra,Apartment,A,2nd Floor,True,2.0,True,,1253.0,105.0,,,,,2.0,,,,83.0,,,2.0
3900000.0,Faro,Loulé,Almancil,Other - Commercial,B,,False,0.0,False,,17948.0,17948.0,,,,,,,,,,,,
410000.0,Faro,Silves,Armação de Pêra,Apartment,A,1st Floor,True,1.0,True,,1253.0,105.0,,,,,2.0,,,,83.0,,,2.0
410000.0,Faro,Silves,Armação de Pêra,Apartment,A,1st Floor,True,1.0,True,,1253.0,98.0,,,,,2.0,,,,87.0,,,2.0
420000.0,Faro,Silves,Armação de Pêra,Apartment,A,2nd Floor,True,1.0,True,,1253.0,83.0,,,,,2.0,,,,79.0,,,2.0
440000.0,Faro,Silves,Armação de Pêra,Apartment,A,2nd Floor,True,2.0,True,,1253.0,105.0,,,,,2.0,,,,83.0,,,2.0
440000.0,Faro,Silves,Armação de Pêra,Apartment,A,2nd Floor,True,2.0,True,,1253.0,98.0,,,,,2.0,,,,87.0,,,2.0
970000.0,Faro,Olhão,Moncarapacho e Fuseta,House,A,Ground Floor,False,1.0,True,2016.0,173.0,,,,,,3.0,,,,173.0,,,4.0
110000.0,Faro,Castro Marim,Odeleite,House,NC,,False,0.0,False,1950.0,320.0,115.0,,,,,3.0,,,,49.0,,,0.0
380000.0,Faro,Faro,Faro (Sé e São Pedro),House,NC,,False,0.0,False,1950.0,192.0,,,,,,3.0,,,,125.0,,,2.0
299000.0,Faro,Vila Real de Santo António,Monte Gordo,Apartment,C,1st Floor,True,0.0,False,1998.0,64.0,74.0,,,,,2.0,,,,64.0,,,1.0
990000.0,Faro,Olhão,Moncarapacho e Fuseta,House,A,Ground Floor,False,1.0,True,2016.0,175.0,,,,,,3.0,,,,175.0,,,4.0
850000.0,Faro,Aljezur,Odeceixe,House,NC,,False,0.0,False,2007.0,158.0,,,,,,2.0,,,,127.0,,,0.0
275000.0,Faro,Lagos,Bensafrim e Barão de São João,Land,NC,,False,0.0,False,,11320.0,145.0,,,,,,,,,145.0,,,
1100000.0,Faro,Olhão,Moncarapacho e Fuseta,House,A,Ground Floor,False,1.0,True,2016.0,173.0,,,,,,3.0,,,,173.0,,,4.0
555000.0,Faro,Loulé,"Querença, Tôr e Benafim",House,E,,False,3.0,True,1941.0,38011.0,38011.0,,,,,2.0,,,,156.0,,,1.0
52000.0,Faro,Loulé,Boliqueime,Land,NC,,False,0.0,False,,5000.0,5000.0,,,,,,,,,5000.0,,,
390000.0,Faro,Silves,Armação de Pêra,Apartment,A,1st Floor,True,1.0,True,,1253.0,83.0,,,,,2.0,,,,79.0,,,2.0
390000.0,Faro,Silves,Armação de Pêra,Apartment,A,1st Floor,True,1.0,True,,1253.0,83.0,,,,,2.0,,,,79.0,,,2.0
3300000.0,Faro,Faro,Conceição e Estoi,Farm,NC,,False,0.0,False,,169800.0,,,,,,,,,,,,,0.0
355000.0,Faro,Portimão,Portimão,House,B,Ground Floor,False,1.0,True,1992.0,180.0,141.0,,,,,3.0,,,,109.0,,,2.0
970000.0,Faro,Olhão,Moncarapacho e Fuseta,House,A,Ground Floor,False,1.0,True,2016.0,173.0,,,,,,3.0,,,,173.0,,,4.0
80000.0,Faro,Loulé,Boliqueime,Land,NC,,False,0.0,False,,6300.0,6300.0,,,,,0.0,,,,6300.0,,,0.0
187500.0,Faro,Portimão,Portimão,Apartment,D,Ground Floor,False,0.0,False,1990.0,101.0,222.0,,,,,2.0,,,,91.0,,,3.0
295000.0,Faro,Albufeira,Albufeira e Olhos de Água,Apartment,E,2nd Floor,False,0.0,False,2000.0,92.0,,,,,,2.0,,,,92.0,,,2.0
232000.0,Faro,Silves,Alcantarilha e Pêra,Apartment,E,2nd Floor,False,1.0,True,2000.0,93.0,,,,,,2.0,,,,93.0,,,1.0
2300000.0,Faro,Lagoa (Algarve),Lagoa e Carvoeiro,House,A,,False,2.0,True,,2260000.0,,,,,,4.0,,,,205.0,,,5.0
375525.0,Faro,Aljezur,Odeceixe,House,E,,False,0.0,False,1982.0,119.0,119.0,,,,,4.0,,,,119.0,,,2.0
450000.0,Faro,Albufeira,Albufeira e Olhos de Água,Apartment,D,1st Floor,False,0.0,False,1996.0,151.0,158.0,,,,,3.0,,,,151.0,,,2.0
1150000.0,Faro,Loulé,Boliqueime,House,C,,False,3.0,True,1989.0,1500.0,401.0,,,,,5.0,,,,401.0,,,4.0
32000.0,Faro,Silves,Algoz e Tunes,Land,NC,,False,0.0,False,,7190.0,,,,,,,,,,,,,
49000.0,Faro,São Brás de Alportel,São Brás de Alportel,Land,NC,,False,0.0,False,,380.0,,,,,,,,,,,,,0.0
1400000.0,Faro,Albufeira,Guia,House,C,,False,1.0,True,2015.0,237.0,,,,,,3.0,,,,237.0,,,4.0
24000.0,Faro,Faro,Santa Bárbara de Nexe,Land,NC,,False,0.0,False,,1400.0,,,,,,,,,,,,,
270000.0,Faro,Lagos,São Gonçalo de Lagos,Land,NC,,False,0.0,False,,433.0,250.0,,,,,,,,,170.0,,,
240000.0,Faro,Lagos,São Gonçalo de Lagos,Apartment,E,2nd Floor,False,0.0,False,1968.0,63.0,,,,,,3.0,,,,63.0,,,1.0
75000.0,Faro,Silves,Algoz e Tunes,Land,NC,,False,0.0,False,,9960.0,,,,,,,,,,,,,0.0
880000.0,Faro,Olhão,Moncarapacho e Fuseta,Farm,E,,False,3.0,True,1980.0,14256.0,389.0,,,,,8.0,,,,,,,3.0
269000.0,Faro,Tavira,Conceição e Cabanas de Tavira,Apartment,C,2nd Floor,True,0.0,False,2012.0,0.0,103.0,,,,,0.0,,,,53.0,,,2.0
265500.0,Faro,Portimão,Portimão,Apartment,A,Ground Floor,True,1.0,True,,358.0,96.0,,,,,2.0,,,,83.0,,,2.0
26500.0,Faro,Albufeira,Albufeira e Olhos de Água,Garage,NC,,False,0.0,False,,50.0,,,,,,,,,,,,,0.0
26500.0,Faro,Albufeira,Albufeira e Olhos de Água,Storage,NC,,False,0.0,False,,57.0,,,,,,,,,,,,,0.0
410000.0,Faro,Silves,Armação de Pêra,Apartment,A,1st Floor,True,1.0,True,,1253.0,98.0,,,,,2.0,,,,87.0,,,2.0
230000.0,Faro,Faro,Faro (Sé e São Pedro),Land,NC,,False,0.0,False,,1920.0,,,,,,,,,,,,,0.0
1100000.0,Faro,São Brás de Alportel,São Brás de Alportel,Farm,NC,,False,0.0,False,,12088.0,,,,,,,,,,,,,0.0
650000.0,Faro,Loulé,São Sebastião,House,C,,False,3.0,True,1990.0,1050.0,197.0,,,,,3.0,,,,145.0,,,2.0
11500.0,Faro,Albufeira,Albufeira e Olhos de Água,Other - Residential,NC,4th Floor,True,2.0,True,1990.0,28.0,,,,,,0.0,,,,27.0,,,1.0
695000.0,Faro,Albufeira,Albufeira e Olhos de Água,House,D,,False,1.0,True,1988.0,1000.0,,,,,,3.0,,,,124.0,,,3.0
60000.0,Faro,Silves,São Bartolomeu de Messines,Land,NC,,False,0.0,False,,25960.0,,,,,,,,,,25960.0,,,0.0
285500.0,Faro,Portimão,Portimão,Apartment,A,1st Floor,True,1.0,True,,358.0,90.0,,,,,2.0,,,,77.0,,,2.0
850000.0,Faro,Albufeira,Guia,House,NC,,False,1.0,True,1984.0,693.0,,,,,,4.0,,,,254.0,,,6.0
26500.0,Faro,Albufeira,Albufeira e Olhos de Água,Storage,NC,,False,0.0,False,,57.0,,,,,,,,,,,,,0.0
18000.0,Faro,Albufeira,Albufeira e Olhos de Água,Storage,NC,,False,0.0,False,,39.0,,,,,,,,,,,,,0.0
410000.0,Faro,Silves,Armação de Pêra,Apartment,A,1st Floor,True,1.0,True,,1253.0,105.0,,,,,2.0,,,,83.0,,,2.0
440000.0,Faro,Silves,Armação de Pêra,Apartment,A,2nd Floor,True,2.0,True,,1253.0,98.0,,,,,2.0,,,,87.0,,,2.0
199000.0,Faro,Silves,Algoz e Tunes,Apartment,E,3rd Floor,True,0.0,False,2008.0,67.0,85.0,,,,,2.0,,,,67.0,,,2.0
49500.0,Faro,Faro,Conceição e Estoi,Land,NC,,False,0.0,False,,11240.0,,,,,,,,,,,,,
200000.0,Faro,Portimão,Portimão,Apartment,D,6th Floor,True,1.0,True,2009.0,501.0,76.0,,,,,1.0,,,,62.0,,,1.0
4600000.0,Faro,Olhão,Quelfes,Land,NC,,False,0.0,False,,9108.0,3485.0,,,,,,,,,949.0,,,0.0
790000.0,Faro,Faro,Montenegro,House,B,,False,3.0,True,2013.0,518.0,,,,,,4.0,,,,230.0,,,6.0
12500.0,Faro,Loulé,Salir,Land,NC,,False,0.0,False,,1210.0,,,,,,,,,,,,,0.0
28000.0,Faro,Faro,Santa Bárbara de Nexe,Land,NC,,False,0.0,False,,5880.0,,,,,,,,,,,,,
189000.0,Faro,Olhão,Olhão,Apartment,C,3rd Floor,True,0.0,False,1998.0,105.0,,,,,,2.0,,,,105.0,,,1.0
1980000.0,Faro,Portimão,Portimão,Land,NC,,False,0.0,False,,21720.0,,,,,,,,,,,,,0.0
180000.0,Faro,Vila do Bispo,Sagres,Land,NC,,False,0.0,False,,361.0,,,,,,,,,,,,,0.0
160500.0,Faro,Albufeira,Guia,Apartment,E,1st Floor,False,0.0,False,1989.0,55.0,55.0,,,,,2.0,,,,55.0,,,1.0
750000.0,Faro,Albufeira,Albufeira e Olhos de Água,Other - Commercial,C,Ground Floor,False,0.0,False,,150.0,,,,,,,,,,,,,0.0
5000.0,Faro,Albufeira,Albufeira e Olhos de Água,Other - Residential,NC,,True,1.0,True,1989.0,40.0,,,,,,0.0,,,,,,,1.0
1000000.0,Faro,Silves,Alcantarilha e Pêra,Land,NC,,False,0.0,False,,11280.0,,,,,,,,,,,,,0.0
5000000.0,Faro,Albufeira,Albufeira e Olhos de Água,House,C,,False,2.0,True,2003.0,1360.0,394.0,,,,,4.0,,,,290.0,,,6.0
1300000.0,Faro,Olhão,Olhão,Building,E,,False,1.0,True,1970.0,169.0,,,,,,7.0,,,,230.0,,,4.0
248000.0,Faro,Portimão,Portimão,Apartment,C,8th Floor,True,0.0,False,2008.0,86.0,66.0,,,,,2.0,,,,66.0,,,2.0
18000.0,Faro,Albufeira,Albufeira e Olhos de Água,Storage,NC,,False,0.0,False,,27.0,,,,,,,,,,,,,0.0
18000.0,Faro,Albufeira,Albufeira e Olhos de Água,Storage,NC,,False,0.0,False,,28.0,,,,,,,,,,,,,0.0
26500.0,Faro,Albufeira,Albufeira e Olhos de Água,Storage,NC,,False,0.0,False,,57.0,,,,,,,,,,,,,0.0
26500.0,Faro,Albufeira,Albufeira e Olhos de Água,Storage,NC,,False,0.0,False,,57.0,,,,,,,,,,,,,0.0
26500.0,Faro,Albufeira,Albufeira e Olhos de Água,Storage,NC,,False,0.0,False,,57.0,,,,,,,,,,,,,0.0
19000.0,Faro,São Brás de Alportel,São Brás de Alportel,Land,NC,,False,0.0,False,,850.0,,,,,,,,,,,,,0.0
840000.0,Faro,Loulé,Quarteira,House,C,,False,1.0,True,2003.0,212.0,,,,,,3.0,,,,162.0,,,4.0
535000.0,Faro,Loulé,Quarteira,Apartment,E,2nd Floor,False,1.0,True,2003.0,115.0,115.0,,,,,2.0,,,,92.0,,,2.0
115000.0,Faro,Silves,São Bartolomeu de Messines,Other - Residential,NC,,False,3.0,True,,75.0,25.0,,,,,3.0,,,,75.0,,,0.0
960000.0,Faro,Portimão,Portimão,Building,F,,False,3.0,True,1951.0,996.0,,,,,,12.0,,,,996.0,,,6.0
225000.0,Faro,Portimão,Alvor,Apartment,C,2nd Floor,True,0.0,False,2000.0,123.0,,,,,,3.0,,,,106.0,,,2.0
26500.0,Faro,Albufeira,Albufeira e Olhos de Água,Storage,NC,,False,0.0,False,,57.0,,,,,,,,,,,,,0.0
8000.0,Faro,Albufeira,Albufeira e Olhos de Água,Other - Residential,NC,,True,1.0,True,1989.0,40.0,,,,,,0.0,,,,,,,1.0
189000.0,Faro,Albufeira,Albufeira e Olhos de Água,Apartment,C,4th Floor,True,0.0,False,1988.0,69.0,57.0,,,,,1.0,,,,69.0,,,2.0
1900000.0,Faro,Olhão,Olhão,Building,F,,False,1.0,True,1987.0,240.0,,,,,,7.0,,,,169.0,,,5.0
26500.0,Faro,Albufeira,Albufeira e Olhos de Água,Storage,NC,,False,0.0,False,,58.0,,,,,,,,,,,,,0.0
26500.0,Faro,Albufeira,Albufeira e Olhos de Água,Storage,NC,,False,0.0,False,,58.0,,,,,,,,,,,,,0.0
18000.0,Faro,Albufeira,Albufeira e Olhos de Água,Garage,NC,,False,0.0,False,,39.0,,,,,,,,,,,,,0.0
18000.0,Faro,Albufeira,Albufeira e Olhos de Água,Garage,NC,,False,0.0,False,,33.0,,,,,,,,,,,,,0.0
18000.0,Faro,Albufeira,Albufeira e Olhos de Água,Storage,NC,,False,0.0,False,,39.0,,,,,,,,,,,,,0.0
18000.0,Faro,Albufeira,Albufeira e Olhos de Água,Storage,NC,,False,0.0,False,,28.0,,,,,,,,,,,,,0.0
26500.0,Faro,Albufeira,Albufeira e Olhos de Água,Storage,NC,,False,0.0,False,,58.0,,,,,,,,,,,,,0.0
26500.0,Faro,Albufeira,Albufeira e Olhos de Água,Storage,NC,,False,0.0,False,,57.0,,,,,,,,,,,,,0.0
455000.0,Faro,Lagoa (Algarve),Lagoa e Carvoeiro,Apartment,D,1st Floor,False,1.0,True,1993.0,3265.0,174.0,,,,,2.0,,,,85.0,,,2.0
3000.0,Faro,Albufeira,Albufeira e Olhos de Água,Apartment,NC,Ground Floor,True,3.0,True,1990.0,28.0,28.0,,,,,0.0,,,,28.0,,,1.0
3000.0,Faro,Albufeira,Albufeira e Olhos de Água,Apartment,NC,Ground Floor,True,3.0,True,1990.0,28.0,28.0,,,,,0.0,,,,28.0,,,1.0
3000.0,Faro,Albufeira,Albufeira e Olhos de Água,Apartment,NC,Ground Floor,True,3.0,True,1990.0,28.0,28.0,,,,,0.0,,,,28.0,,,1.0
8000.0,Faro,Albufeira,Albufeira e Olhos de Água,Apartment,NC,Ground Floor,True,3.0,True,1990.0,28.0,28.0,,,,,0.0,,,,28.0,,,1.0
2000.0,Faro,Albufeira,Albufeira e Olhos de Água,Apartment,B-,3rd Floor,True,0.0,False,1990.0,10368.0,35.0,,,,,0.0,,,,30.0,,,1.0
255000.0,Faro,Portimão,Portimão,Apartment,C,4th Floor,True,1.0,True,2004.0,1290.0,106.0,,,,,2.0,,,,81.0,,,2.0
9000.0,Faro,Albufeira,Albufeira e Olhos de Água,Other - Residential,NC,,True,1.0,True,1989.0,40.0,,,,,,0.0,,,,,,,1.0
9000.0,Faro,Albufeira,Albufeira e Olhos de Água,Other - Residential,NC,,True,1.0,True,1989.0,40.0,,,,,,0.0,,,,,,,1.0
330000.0,Faro,Albufeira,Albufeira e Olhos de Água,Apartment,E,1st Floor,False,1.0,True,2003.0,84.0,9.0,,,,,2.0,,,,95.0,,,2.0
330000.0,Faro,Albufeira,Albufeira e Olhos de Água,Apartment,E,1st Floor,False,1.0,True,2003.0,84.0,9.0,,,,,2.0,,,,95.0,,,2.0
18000.0,Faro,Albufeira,Albufeira e Olhos de Água,Garage,NC,,False,0.0,False,,39.0,,,,,,,,,,,,,0.0
18000.0,Faro,Albufeira,Albufeira e Olhos de Água,Storage,NC,,False,0.0,False,,39.0,,,,,,,,,,,,,0.0
18000.0,Faro,Albufeira,Albufeira e Olhos de Água,Storage,NC,,False,0.0,False,,26.0,,,,,,,,,,,,,0.0
26500.0,Faro,Albufeira,Albufeira e Olhos de Água,Storage,NC,,False,0.0,False,,51.0,,,,,,,,,,,,,0.0
26500.0,Faro,Albufeira,Albufeira e Olhos de Água,Storage,NC,,False,0.0,False,,58.0,,,,,,,,,,,,,0.0
3000.0,Faro,Albufeira,Albufeira e Olhos de Água,Apartment,NC,Ground Floor,True,3.0,True,1990.0,28.0,28.0,,,,,0.0,,,,28.0,,,1.0
8000.0,Faro,Albufeira,Albufeira e Olhos de Água,Apartment,NC,Ground Floor,True,3.0,True,1990.0,28.0,28.0,,,,,0.0,,,,28.0,,,1.0
650000.0,Faro,Faro,Montenegro,House,B,,False,2.0,True,2011.0,300.0,,,,,,6.0,,,,300.0,,,0.0
2000.0,Faro,Albufeira,Albufeira e Olhos de Água,Apartment,B-,3rd Floor,True,0.0,False,1990.0,10368.0,35.0,,,,,0.0,,,,30.0,,,1.0
3000.0,Faro,Albufeira,Albufeira e Olhos de Água,Apartment,B-,3rd Floor,True,0.0,False,1990.0,10368.0,35.0,,,,,0.0,,,,30.0,,,1.0
36500.0,Faro,Castro Marim,Castro Marim,Land,NC,,False,0.0,False,,17040.0,,,,,,,,,,,,,0.0
350000.0,Faro,Loulé,Quarteira,Land,NC,,False,0.0,False,,6890.0,6890.0,,,,,,,,,6890.0,,,0.0
2950000.0,Faro,Loulé,Quarteira,House,A,,False,3.0,True,,1039.0,,,,,,4.0,,,,501.0,,,5.0
26500.0,Faro,Albufeira,Albufeira e Olhos de Água,Storage,NC,,False,0.0,False,,57.0,,,,,,,,,,,,,0.0
18000.0,Faro,Albufeira,Albufeira e Olhos de Água,Garage,NC,,False,0.0,False,,43.0,,,,,,,,,,,,,0.0
18000.0,Faro,Albufeira,Albufeira e Olhos de Água,Garage,NC,,False,0.0,False,,40.0,,,,,,,,,,,,,0.0
18000.0,Faro,Albufeira,Albufeira e Olhos de Água,Storage,NC,,False,0.0,False,,40.0,,,,,,,,,,,,,0.0
26500.0,Faro,Albufeira,Albufeira e Olhos de Água,Storage,NC,,False,0.0,False,,58.0,,,,,,,,,,,,,0.0
160000.0,Faro,Portimão,Alvor,Apartment,C,Ground Floor,False,3.0,True,1988.0,64.0,64.0,,,,,1.0,,,,57.0,,,1.0
34000.0,Faro,São Brás de Alportel,São Brás de Alportel,Land,NC,,False,0.0,False,,2564.0,,,,,,,,,,,,,0.0
3000.0,Faro,Albufeira,Albufeira e Olhos de Água,Apartment,NC,Ground Floor,True,3.0,True,1990.0,28.0,28.0,,,,,0.0,,,,28.0,,,1.0
